Year,Estimated Value,Sale Price,Residential,Month,Quarter,rooms_per_bathroom,price_per_sqft,price_to_estimated_ratio,value_area_interaction,rooms_area_interaction,area_per_room,is_recent_sale,Locality_Fairfield,Locality_Greenwich,Locality_Norwalk,Locality_Stamford,Locality_Unknown,Locality_Waterbury,Locality_West Hartford,Property_Four Family,Property_Single Family,Property_Three Family,Property_Two Family,Face_North,Face_South,Face_West
2009,93521.0,202500.0,1,1,1,1.5,212.71008403361344,2.1652890794580895,89031992.0,2856.0,317.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,186970.0,500000.0,2,1,1,2.0,402.7386226339106,2.674225811627534,232123255.0,4966.0,310.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2009,212240.0,437000.0,1,1,1,1.0,451.9131334022751,2.0589898228420656,205236080.0,2901.0,322.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2009,88910.0,265000.0,3,1,1,1.2,213.45146999597262,2.980542121246204,110381765.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2009,115290.0,289900.0,1,1,1,3.0,301.0384215991693,2.5145285801023505,111024270.0,2889.0,321.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,131950.0,75000.0,1,1,1,1.0,76.76560900716478,0.5683971201212581,128915150.0,2931.0,325.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2009,841231.25,1335000.0,1,1,1,3.0,1358.087487283825,1.5869595904812144,826930318.75,2949.0,327.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2009,128381.0,330000.0,1,1,1,1.0,344.1084462982273,2.5704738240082254,123117379.0,2877.0,319.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,841231.25,1335000.0,1,1,1,3.0,1237.25671918443,1.5869595904812144,907688518.75,3237.0,359.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,841231.25,1335000.0,1,1,1,1.5,1372.0452209660843,1.5869595904812144,818518006.25,2919.0,324.3333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2009,131950.0,137000.0,1,1,1,3.0,126.96941612604263,1.0382720727548314,142374050.0,3237.0,359.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,257600.0,450000.0,1,1,1,3.0,450.45045045045043,1.7468944099378882,257342400.0,2997.0,333.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,53200.0,289000.0,1,1,1,1.0,289.2892892892893,5.432330827067669,53146800.0,2997.0,333.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2009,417904.0,232677.0,3,1,1,1.2,187.41602899718083,0.5567714116160649,518827816.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,105560.0,224500.0,1,1,1,3.0,211.39359698681733,2.1267525577870408,112104720.0,3186.0,354.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,545860.0,720000.0,1,1,1,1.5,681.8181818181819,1.3190195288169129,576428160.0,3168.0,352.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,198310.0,422000.0,1,1,1,3.0,442.3480083857442,2.1279814431949977,189187740.0,2862.0,318.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2009,423850.0,740000.0,1,1,1,1.5,685.1851851851852,1.7459006724076913,457758000.0,3240.0,360.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009,841231.25,1335000.0,1,1,1,1.0,1283.6538461538462,1.5869595904812144,874880500.0,3120.0,346.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2009,60270.0,154000.0,1,1,1,1.5,149.51456310679612,2.5551684088269453,62078100.0,3090.0,343.3333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009,451500.0,1000000.0,1,1,1,3.0,939.8496240601504,2.2148394241417497,480396000.0,3192.0,354.6666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,841231.25,105000.0,1,1,1,1.0,114.25462459194777,0.12481704644234269,773091518.75,2757.0,306.3333333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,17500.0,29000.0,1,1,1,1.5,30.208333333333332,1.6571428571428573,16800000.0,2880.0,320.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2009,117670.0,249900.0,1,1,1,1.0,268.42105263157896,2.1237358715050565,109550770.0,2793.0,310.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,735350.0,1300000.0,1,1,1,1.0,1185.0501367365544,1.767865642211192,806678950.0,3291.0,365.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2009,78050.0,82500.0,1,1,1,1.5,88.32976445396146,1.057014734144779,72898700.0,2802.0,311.3333333333333,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2009,841231.25,1335000.0,1,1,1,3.0,1336.3363363363364,1.5869595904812144,840390018.75,2997.0,333.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2009,350000.0,1335000.0,1,1,1,1.5,1476.7699115044247,3.8142857142857145,316400000.0,2712.0,301.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2009,352380.0,400000.0,1,1,1,1.5,418.848167539267,1.1351382030762245,336522900.0,2865.0,318.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,295540.0,510000.0,1,1,1,3.0,472.22222222222223,1.7256547337077892,319183200.0,3240.0,360.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,59010.0,129900.0,1,1,1,3.0,124.18738049713193,2.201321809862735,61724460.0,3138.0,348.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2009,841231.25,1335000.0,1,1,1,1.0,1291.10251450677,1.5869595904812144,869833112.5,3102.0,344.6666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,412440.0,712500.0,1,1,1,1.0,684.4380403458214,1.727524003491417,429350040.0,3123.0,347.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,841231.25,1335000.0,1,1,1,3.0,1236.111111111111,1.5869595904812144,908529750.0,3240.0,360.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2009,841231.25,1335000.0,1,1,1,1.0,1336.3363363363364,1.5869595904812144,840390018.75,2997.0,333.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,62650.0,101555.0,1,1,1,1.0,108.49893162393163,1.6209896249002393,58640400.0,2808.0,312.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2009,88480.0,220000.0,1,1,1,3.0,208.13623462630085,2.4864376130198913,93523360.0,3171.0,352.3333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2009,425180.0,565000.0,1,1,1,3.0,608.8362068965517,1.3288489580883391,394567040.0,2784.0,309.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,234290.0,60000.0,1,1,1,1.0,60.06006006006006,0.25609287634982286,234055710.0,2997.0,333.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,243740.0,340000.0,1,1,1,3.0,375.2759381898455,1.3949290227291375,220828440.0,2718.0,302.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2009,141820.0,235000.0,2,2,1,2.0,189.28715263793796,1.657030038076435,176069530.0,4966.0,310.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,120470.0,280000.0,1,2,1,3.0,291.97080291970804,2.324230098779779,115530730.0,2877.0,319.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2009,46200.0,124900.0,1,2,1,1.0,136.50273224043715,2.7034632034632033,42273000.0,2745.0,305.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2009,67270.0,200000.0,2,2,1,1.0,161.09544905356424,2.973093503790694,83515705.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2009,841231.25,970000.0,1,2,1,1.5,952.8487229862476,1.1530717623721183,856373412.5,3054.0,339.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2009,85540.0,230000.0,1,2,1,1.0,226.3779527559055,2.6888005611409866,86908640.0,3048.0,338.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,83161.0,190000.0,1,2,1,1.0,211.11111111111111,2.2847248109089597,74844900.0,2700.0,300.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,717010.0,820000.0,1,2,1,1.5,855.9498956158664,1.1436381640423425,686895580.0,2874.0,319.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,628460.0,800000.0,1,2,1,1.0,780.4878048780488,1.2729529325653184,644171500.0,3075.0,341.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,95410.0,159000.0,1,2,1,3.0,167.8986272439282,1.6664919819725397,90353270.0,2841.0,315.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,651630.0,770000.0,1,2,1,1.5,748.2993197278912,1.1816521645719196,670527270.0,3087.0,343.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,324240.0,500000.0,2,2,1,2.0,402.7386226339106,1.54206760424377,402543960.0,4966.0,310.375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2009,133070.0,290000.0,1,2,1,1.0,283.47996089931576,2.179304125648155,136130610.0,3069.0,341.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,67200.0,184900.0,3,2,1,1.5,148.93274265002015,2.7514880952380953,83428800.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,96250.0,215000.0,1,2,1,1.5,196.34703196347033,2.2337662337662336,105393750.0,3285.0,365.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2009,841231.25,490500.0,1,2,1,1.5,527.9870828848224,0.5830739169520865,781503831.25,2787.0,309.6666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,78680.0,175000.0,3,2,1,1.5,140.95851792186872,2.224199288256228,97681220.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2009,841231.25,770000.0,1,2,1,1.5,718.9542483660131,0.9153250072438465,900958668.75,3213.0,357.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2009,88910.0,156000.0,2,2,1,1.3333333333333333,125.6544502617801,1.7545832864694635,110381765.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2009,174231.0,363000.0,4,2,1,1.3333333333333333,292.3882400322191,2.0834409490848356,216307786.5,9932.0,155.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2009,457380.0,750000.0,1,2,1,1.0,753.7688442211055,1.6397743670470943,455093100.0,2985.0,331.6666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,162890.0,288000.0,1,2,1,1.0,288.2882882882883,1.7680643378967402,162727110.0,2997.0,333.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,841231.25,1335000.0,1,2,1,1.5,1451.0869565217392,1.5869595904812144,773932750.0,2760.0,306.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2009,206010.0,320000.0,1,2,1,3.0,350.49288061336256,1.5533226542400855,188087130.0,2739.0,304.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,148121.0,248000.0,1,2,1,3.0,237.77564717162034,1.6743068167241646,154490203.0,3129.0,347.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,73220.0,299900.0,3,2,1,1.5,241.56262585581956,4.095875443867795,90902630.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2009,236705.0,120500.0,1,2,1,1.0,118.02154750244858,0.5090724741767179,241675805.0,3063.0,340.3333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2009,841231.25,1335000.0,1,2,1,1.5,1438.5775862068965,1.5869595904812144,780662600.0,2784.0,309.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2009,117601.0,230000.0,1,2,1,1.5,226.3779527559055,1.9557656822646066,119482616.0,3048.0,338.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,76580.0,156000.0,1,2,1,3.0,152.79138099902056,2.0370854008879604,78188180.0,3063.0,340.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,70140.0,110000.0,1,2,1,1.5,121.01210121012102,1.568291987453664,63757260.0,2727.0,303.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2009,110390.0,250000.0,1,2,1,3.0,276.5486725663717,2.264697889301567,99792560.0,2712.0,301.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2009,168000.0,399900.0,3,2,1,1.5,322.11035038260167,2.380357142857143,208572000.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,77070.0,177000.0,1,2,1,3.0,181.53846153846155,2.2966134682755937,75143250.0,2925.0,325.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2009,91770.0,214000.0,1,2,1,1.0,214.21421421421422,2.331916748392721,91678230.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,61228.0,7000.0,1,2,1,3.0,6.616257088846881,0.11432677859802705,64779224.0,3174.0,352.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,57820.0,135000.0,1,2,1,1.5,148.5148514851485,2.3348322379799376,52558380.0,2727.0,303.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2009,63010.0,100000.0,1,2,1,1.5,105.04201680672269,1.5870496746548166,59985520.0,2856.0,317.3333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2009,653450.0,1250000.0,1,2,1,1.5,1341.2017167381973,1.9129237126023415,609015400.0,2796.0,310.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2009,47050.0,96400.0,1,2,1,3.0,105.58598028477546,2.048884165781084,42956650.0,2739.0,304.3333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2009,841231.25,1335000.0,1,2,1,1.5,1251.1715089034676,1.5869595904812144,897593743.75,3201.0,355.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2009,841231.25,1050000.0,1,2,1,1.5,1108.7645195353748,1.248170464423427,796645993.75,2841.0,315.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2009,56000.0,240000.0,1,2,1,1.5,250.2606882168926,4.285714285714286,53704000.0,2877.0,319.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,91210.0,212300.0,3,2,1,1.0,171.00281917035844,2.3275956583707926,113237215.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2009,841231.25,1335000.0,1,2,1,1.0,1420.212765957447,1.5869595904812144,790757375.0,2820.0,313.3333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,649530.0,1049000.0,1,2,1,1.5,953.6363636363636,1.6150139331516635,714483000.0,3300.0,366.6666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2009,52510.0,121500.0,2,2,1,1.0,97.86548530004028,2.313844981908208,65191165.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2009,221060.0,300000.0,1,2,1,1.0,297.3240832507433,1.3570976205555052,223049540.0,3027.0,336.3333333333333,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2009,59010.0,230000.0,3,2,1,1.2,185.25976641159886,3.897644467039485,73260915.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2009,380660.0,190000.0,1,2,1,1.0,177.07362534948743,0.4991330846424631,408448180.0,3219.0,357.6666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,608720.0,826000.0,2,2,1,1.0,665.3242045912203,1.3569457221711132,755725880.0,4966.0,310.375,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2009,841231.25,1335000.0,1,2,1,1.0,1307.5416258570028,1.5869595904812144,858897106.25,3063.0,340.3333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2009,841231.25,1335000.0,1,3,1,1.5,1390.625,1.5869595904812144,807582000.0,2880.0,320.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2009,264040.0,569900.0,1,3,1,3.0,554.9172346640701,2.158385093167702,271169080.0,3081.0,342.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2009,841231.25,1335000.0,1,3,1,3.0,1421.7252396166134,1.5869595904812144,789916143.75,2817.0,313.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2009,55300.0,48521.0,1,3,1,3.0,45.731385485391144,0.8774141048824593,58673300.0,3183.0,353.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2009,828030.0,1335000.0,1,3,1,1.0,1303.7109375,1.6122604253469077,847902720.0,3072.0,341.3333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,139300.0,285000.0,1,3,1,1.0,306.7814854682454,2.0459440057430007,129409700.0,2787.0,309.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2009,146930.0,289000.0,1,3,1,1.0,285.57312252964425,1.9669230245695228,148693160.0,3036.0,337.3333333333333,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2009,82810.0,191500.0,1,3,1,1.0,174.56700091157703,2.3125226421929717,90842570.0,3291.0,365.6666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2009,341040.0,550000.0,1,3,1,1.0,550.5505505505505,1.6127140511376965,340698960.0,2997.0,333.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2009,96600.0,183000.0,2,3,1,1.3333333333333333,147.40233588401128,1.8944099378881987,119928900.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,92120.0,223000.0,1,3,1,1.0,237.99359658484525,2.420755536257056,86316440.0,2811.0,312.3333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2009,55510.0,130000.0,3,3,1,1.2,104.71204188481676,2.34192037470726,68915665.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2009,295540.0,448000.0,2,3,1,1.0,360.8538058799839,1.515869256276646,366912910.0,4966.0,310.375,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2009,841231.25,1335000.0,1,3,1,1.0,1307.5416258570028,1.5869595904812144,858897106.25,3063.0,340.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,369810.0,385000.0,1,3,1,1.0,365.96958174904944,1.0410751466969526,389040120.0,3156.0,350.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2009,295540.0,370000.0,2,3,1,2.0,298.02658074909385,1.2519455911213373,366912910.0,4966.0,310.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2009,126070.0,271000.0,1,3,1,3.0,257.6045627376426,2.149599428888713,132625640.0,3156.0,350.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2009,85820.0,229000.0,3,3,1,1.0,184.45428916633105,2.6683756700069914,106545530.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2009,120121.0,278100.0,1,3,1,3.0,268.17743490838956,2.315165541412409,124565477.0,3111.0,345.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,841231.25,1335000.0,1,3,1,1.5,1287.367405978785,1.5869595904812144,872356806.25,3111.0,345.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2009,15050.0,102000.0,1,3,1,1.5,102.10210210210211,6.777408637873754,15034950.0,2997.0,333.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2009,252980.0,691000.0,4,3,1,1.1428571428571428,556.5847764800644,2.7314412206498537,314074670.0,9932.0,155.1875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2009,295540.0,505000.0,1,3,1,3.0,494.12915851272015,1.7087365500439873,302041880.0,3066.0,340.6666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2009,113750.0,195000.0,3,3,1,1.0,157.06806282722513,1.7142857142857142,141220625.0,7449.0,206.91666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2009,117110.0,267500.0,1,3,1,1.5,282.1729957805907,2.2841772692340534,111020280.0,2844.0,316.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,747250.0,1160000.0,1,3,1,3.0,1132.8125,1.5523586483773837,765184000.0,3072.0,341.3333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,295540.0,589900.0,1,3,1,1.0,580.0393313667649,1.9960073086553427,300564180.0,3051.0,339.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
